Image,Cars,BRISQUE,Brightness,Contrast,Noise
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,13.45974496,0,15,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,15.95724673,0,15,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,18.9136366,0,15,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,21.76841785,0,15,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,24.0701099,0,15,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,26.188651,0,15,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,27.61227399,0,15,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,29.01441436,0,15,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,30.43442719,0,15,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,31.47954417,0,15,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,32.64467459,0,15,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,33.79447102,0,15,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,34.61936672,0,15,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,35.62468294,0,15,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,36.60969966,0,15,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,37.45413012,0,15,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,38.24035116,0,15,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,39.00037452,0,15,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,18.21641424,0,20,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,18.17686798,0,20,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,14.03358806,0,20,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,13.27177164,0,20,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,15.54280558,0,20,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,18.36783948,0,20,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,21.06498447,0,20,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,23.25865157,0,20,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,25.28612207,0,20,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,26.70076604,0,20,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,27.95048715,0,20,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,29.44480278,0,20,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,30.44777626,0,20,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,31.63939532,0,20,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,32.71658371,0,20,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,33.58485256,0,20,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,34.66061384,0,20,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,35.6007017,0,20,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,36.47244705,0,20,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,37.31665119,0,20,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,38.02790621,0,20,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,18.55831767,0,25,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,18.50530263,0,25,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,14.28672693,0,25,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,13.27079934,0,25,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,15.34202963,0,25,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,17.99206633,0,25,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,20.53388765,0,25,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,22.63289739,0,25,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,24.66559929,0,25,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,26.12983666,0,25,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,27.27057992,0,25,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,28.60315118,0,25,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,29.73210549,0,25,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,30.91723838,0,25,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,31.92396264,0,25,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,32.86364543,0,25,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,33.90147031,0,25,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,34.83500034,0,25,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,35.69966119,0,25,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,36.53470691,0,25,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,37.30196121,0,25,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.71775354,0,30,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,18.70945121,0,30,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,14.38572823,0,30,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,13.21224583,0,30,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,15.21156717,0,30,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,17.74350927,0,30,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,20.16138932,0,30,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,10,22.26963708,0,30,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,24.26206761,0,30,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,25.581886,0,30,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,26.82049504,0,30,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,28.17919056,0,30,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,29.2709338,0,30,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,30.45481781,0,30,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,31.52901896,0,30,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,32.39116108,0,30,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,33.46362836,0,30,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,34.47343406,0,30,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,35.33843007,0,30,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,36.17469076,0,30,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,36.95695152,0,30,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.81799228,0,35,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.86136444,0,35,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,14.75185571,0,35,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,13.57284261,0,35,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,15.58626355,0,35,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,18.0549673,0,35,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,20.52771349,0,35,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,22.56543111,0,35,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,24.50103652,0,35,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,25.94058864,0,35,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,27.11638936,0,35,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,28.52257723,0,35,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,29.46380858,0,35,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,30.74522864,0,35,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,31.794056,0,35,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,32.64324915,0,35,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,33.79632245,0,35,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,34.72515371,0,35,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,35.66104891,0,35,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,36.45111191,0,35,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,37.16962281,0,35,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.95264116,0,40,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.95215997,0,40,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,15.34303545,0,40,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,14.45926521,0,40,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,16.53556426,0,40,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,19.01430288,0,40,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,21.64555095,0,40,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,23.75718897,0,40,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,25.84115864,0,40,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,27.21619567,0,40,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,28.40569278,0,40,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,29.90597114,0,40,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,30.96326753,0,40,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,32.14952662,0,40,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,33.3285479,0,40,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,34.11935977,0,40,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,35.1361631,0,40,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,36.11570586,0,40,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,37.03257805,0,40,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,37.84090634,0,40,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,38.58824738,0,40,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,19.30959554,0,45,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,19.43315036,0,45,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,16.35176139,0,45,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,16.21112553,0,45,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.81089632,0,45,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,21.53332882,0,45,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,24.3790015,0,45,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,26.50360416,0,45,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,28.79829691,0,45,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,30.38886457,0,45,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,31.7794228,0,45,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,33.23529953,0,45,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,34.52435972,0,45,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,35.70367873,0,45,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,36.82297935,0,45,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,37.73680749,0,45,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,38.8556395,0,45,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,39.75039433,0,45,8.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,40.5895123,0,45,9
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,41.47899293,0,45,9.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,42.2768254,0,45,10
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,19.5570428,0,50,0
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,19.71119549,0,50,0.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,17.56802663,0,50,1
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,18.16929587,0,50,1.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,21.16509262,0,50,2
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,24.24418359,0,50,2.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,27.31535684,0,50,3
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,29.66421991,0,50,3.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,31.99514962,0,50,4
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,33.67417947,0,50,4.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,35.13303905,0,50,5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,36.7609214,0,50,5.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,38.15300657,0,50,6
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,39.4148588,0,50,6.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,11,40.66052131,0,50,7
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,41.45093287,0,50,7.5
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,12,42.67980626,0,50,8
2013-01-21_08_15_03_jpg.rf.628c99c37665079f97e80afc3a1b4c7d.jpg,13,43.6726058,0,50,8.5
